,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
616,CHEMBL392341,CCN(CC)C(=O)c1cccc2[nH]c(=O)c(-c3csc(-c4ccncc4)n3)cc12,480.0,active
617,CHEMBL392125,O=C(O)c1cccc2[nH]c(=O)c(-c3csc(-c4ccncc4)n3)cc12,10000.0,inactive
618,CHEMBL393921,COC(=O)c1cccc2[nH]c(=O)c(-c3csc(-c4ccncc4)n3)cc12,33.0,active
619,CHEMBL403233,O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@@H]3/C=C\CCCCN3[C@H]12,1500.0,intermediate
620,CHEMBL411704,COc1ccnc2c1c(-c1ccnc(N)n1)c1ccnc(N)n12,90.0,active
621,CHEMBL402443,COc1ccnc2[nH]cc(-c3ccncn3)c12,1300.0,intermediate
622,CHEMBL405200,Oc1ccnc2[nH]cc(-c3ccncn3)c12,700.0,active
623,CHEMBL270926,COc1ccnc2[nH]cc(-c3ccnc(SC)n3)c12,2300.0,intermediate
624,CHEMBL271195,Nc1nccc(-c2c[nH]c3nc(Br)ccc23)n1,680.0,active
625,CHEMBL271597,Nc1nccc(-c2c[nH]c3nccc(Cl)c23)n1,230.0,active
626,CHEMBL270346,COc1ccnc2c1c(-c1ccnc(N)n1)cn2C,73000.0,inactive
627,CHEMBL406102,Cn1cc(-c2ccnc(N)n2)c2c(O)ccnc21,5500.0,intermediate
628,CHEMBL405074,COCCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,14000.0,inactive
629,CHEMBL406463,CC(C)Oc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,3.0,active
630,CHEMBL270687,CCCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,3.0,active
631,CHEMBL406464,CCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,5.0,active
632,CHEMBL270686,COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,170.0,active
633,CHEMBL270897,Nc1nccc(-c2c[nH]c3nccc(O)c23)n1,50.0,active
634,CHEMBL405665,Nc1nccc(-c2c[nH]c3ncccc23)n1,510.0,active
635,CHEMBL296586,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,850.0,active
636,CHEMBL264177,N#Cc1ccc2c(c1)-c1[nH]c3ccc(C#N)cc3c1CC(=O)N2,730.0,active
637,CHEMBL260656,Cn1c2c(c3ccccc31)CC(=O)Nc1cccnc1-2,3000.0,intermediate
638,CHEMBL407408,COc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccncc1-3,400.0,active
639,CHEMBL260045,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2cnccc2N1,210.0,active
640,CHEMBL260657,O=C1Cc2c([nH]c3ccc(F)cc23)-c2cnccc2N1,260.0,active
641,CHEMBL260119,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cnccc2N1,120.0,active
642,CHEMBL260136,N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccncc1-3,32.0,active
643,CHEMBL406619,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cnccc2N1,180.0,active
644,CHEMBL413294,N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccc(Br)nc1-3,10000.0,inactive
645,CHEMBL258482,N#Cc1cc(I)c2[nH]c3c(c2c1)CC(=O)Nc1cccnc1-3,2000.0,intermediate
646,CHEMBL261252,O=C1Cc2c([nH]c3ccc(O)cc23)-c2ncccc2N1,5000.0,intermediate
647,CHEMBL409492,Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1cccnc1-3,10000.0,inactive
648,CHEMBL258700,COc1ccc2[nH]c3c(c2c1)CC(=O)Nc1cccnc1-3,4000.0,intermediate
649,CHEMBL407413,O=C1Cc2c([nH]c3c(F)cc(F)cc23)-c2ncccc2N1,10000.0,inactive
650,CHEMBL260487,O=C1Cc2c([nH]c3ccc(I)cc23)-c2ncccc2N1,6000.0,intermediate
651,CHEMBL260678,O=C1Cc2c([nH]c3ccccc23)-c2ncccc2N1,9000.0,intermediate
652,CHEMBL260679,O=C1Cc2c([nH]c3cc(Cl)cc(Cl)c23)-c2ncccc2N1,100000.0,inactive
653,CHEMBL261025,O=C1Cc2c([nH]c3ccc(C(=O)O)cc23)-c2ncccc2N1,30000.0,inactive
654,CHEMBL406748,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2ncccc2N1,10000.0,inactive
655,CHEMBL261470,O=C1Cc2c([nH]c3ccc(F)cc23)-c2ncccc2N1,3000.0,intermediate
656,CHEMBL411728,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2ncccc2N1,10000.0,inactive
657,CHEMBL259638,N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1cccnc1-3,300.0,active
658,CHEMBL336961,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,4200.0,intermediate
659,CHEMBL50894,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,40.0,active
660,CHEMBL264179,O=C1Cc2c(oc3ccc(Cl)cc23)-c2ccccc2N1,10000.0,inactive
661,CHEMBL441733,O=C1Cc2c(oc3ccc(Br)cc23)-c2ccccc2N1,10000.0,inactive
662,CHEMBL410936,O=C1Cc2c(oc3ccccc23)-c2ccccc2N1,10000.0,inactive
663,CHEMBL260428,O=C1Cc2c(n(Cc3ccccc3)c3ccccc23)-c2cnccc2N1,10000.0,inactive
664,CHEMBL411133,CCn1c2c(c3ccccc31)CC(=O)Nc1ccncc1-2,10000.0,inactive
665,CHEMBL411641,Cn1c2c(c3ccccc31)CC(=O)Nc1ccncc1-2,10000.0,inactive
666,CHEMBL259697,O=C1Cc2c(n3c4c(cccc24)CC3)-c2ncccc2N1,10000.0,inactive
667,CHEMBL411642,O=C1Cc2c(n(-c3ccccc3)c3ccccc23)-c2ncccc2N1,10000.0,inactive
668,CHEMBL429329,O=C1Cc2c(n(Cc3ccccc3)c3ccccc23)-c2ncccc2N1,10000.0,inactive
669,CHEMBL412255,CCn1c2c(c3ccccc31)CC(=O)Nc1cccnc1-2,10000.0,inactive
670,CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,1620.0,intermediate
671,CHEMBL522590,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,18900.0,inactive
672,CHEMBL522590,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,16100.0,inactive
673,CHEMBL522760,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,108000.0,inactive
674,CHEMBL522760,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,61600.0,inactive
675,CHEMBL489833,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,1160.0,intermediate
676,CHEMBL489833,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,1130.0,intermediate
677,CHEMBL491647,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,12900.0,inactive
678,CHEMBL491647,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,12700.0,inactive
679,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.0,active
680,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,3.8,active
681,CHEMBL23327,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,75.0,active
682,CHEMBL23254,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,6.0,active
683,CHEMBL480442,CC(C)c1cnn2c(NCc3ccc(Cl)cc3)nc(N[C@@H](CO)C(C)C)nc12,60.0,active
684,CHEMBL482193,CC[C@H](CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1,70.0,active
685,CHEMBL23327,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,75.0,active
686,CHEMBL521274,CC[C@@H](CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1,130.0,active
687,CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,270.0,active
688,CHEMBL482211,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncc(C(C)C)n2n1,320.0,active
692,CHEMBL453132,CCn1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O,100000.0,inactive
693,CHEMBL453133,CCn1cnc2ccc3nc(C(=N)OCCc4ccccc4)sc3c2c1=O,4000.0,intermediate
694,CHEMBL510863,CCOC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1,43000.0,inactive
697,CHEMBL453129,CC(C)n1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O,100000.0,inactive
699,CHEMBL454130,CCn1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O,100000.0,inactive
702,CHEMBL461739,CC(C)n1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O,100000.0,inactive
703,CHEMBL210229,CC(C)n1cnc2ccc3nc(C(=N)NCCN(C)C)sc3c2c1=O,4000.0,intermediate
704,CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,160.0,active
705,CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,10000.0,inactive
706,CHEMBL500783,CC1(C)CNC(=O)c2cc3n(c2C1)CCc1cc(F)ccc1-3,10000.0,inactive
707,CHEMBL514247,CC1(C)CNC(=O)c2cc3n(c2C1)CCc1cc([N+](=O)[O-])ccc1-3,10000.0,inactive
708,CHEMBL456208,CC1(C)CNC(=O)c2cc3n(c2C1)CCc1cc(Br)ccc1-3,10000.0,inactive
709,CHEMBL564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,265.0,active
710,CHEMBL75680,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,200.0,active
711,CHEMBL560452,CCCCc1c(-c2ccc(O)cc2)n(C)c2nccnc12,160000.0,inactive
712,CHEMBL560453,CCCCc1c(-c2ccc(OCCOCCOCCN)cc2)[nH]c2nccnc12,660.0,active
713,CHEMBL551510,CCCCc1c(-c2ccc(OCCOCCOCCN)cc2)n(C)c2nccnc12,50000.0,inactive
714,CHEMBL557499,CCCCc1c(-c2ccc(O)c(-c3cn(CCOCCOCCN)nn3)c2)[nH]c2nccnc12,10000.0,inactive
715,CHEMBL564656,CCCCc1c(-c2ccc(O)c(-c3cn(CCOCCOCCN)nn3)c2)n(C)c2nccnc12,10000.0,inactive
716,CHEMBL552324,Cn1cc(-c2nc(N)ncc2I)c2ccccc21,2600.0,intermediate
717,CHEMBL563962,Cn1cc(-c2nc(N)ncc2-c2ccncc2)c2ccccc21,5300.0,intermediate
718,CHEMBL550658,Nc1ncc(-c2ccc(C(F)(F)F)cc2)c(-c2c[nH]c3ccccc23)n1,11000.0,inactive
719,CHEMBL562648,Nc1ncc(-c2ccc(OC(F)(F)F)cc2)c(-c2c[nH]c3ccccc23)n1,10000.0,inactive
720,CHEMBL560787,CC(=O)c1ccc(-c2cnc(N)nc2-c2cn(C)c3ccccc23)cc1,10000.0,inactive
721,CHEMBL559538,Cn1cc(-c2nc(N)ncc2-c2ccc(-c3ccccc3)cc2)c2ccccc21,10000.0,inactive
722,CHEMBL552407,COc1cccc(-c2cnc(N)nc2-c2c[nH]c3ccccc23)c1,10000.0,inactive
723,CHEMBL538190,COc1cccc(-c2cnc(N)nc2-c2cn(C)c3ccccc23)c1,10000.0,inactive
724,CHEMBL559734,Nc1cccc(-c2cnc(N)nc2-c2c[nH]c3ccccc23)c1,10000.0,inactive
725,CHEMBL559735,Cn1cc(-c2nc(N)ncc2-c2cccc(N)c2)c2ccccc21,10000.0,inactive
726,CHEMBL559591,NC(=O)c1ccc(-c2cnc(N)nc2-c2c[nH]c3ccccc23)cc1,10000.0,inactive
727,CHEMBL560521,Cn1cc(-c2nc(N)ncc2-c2ccc(C(N)=O)cc2)c2ccccc21,10000.0,inactive
728,CHEMBL563961,Cn1cc(-c2nc(N)ncc2-c2ccc(C(=O)O)cc2)c2ccccc21,10000.0,inactive
729,CHEMBL559592,Cn1cc(-c2nc(N)ncc2-c2cncnc2)c2ccccc21,10000.0,inactive
730,CHEMBL553398,N#Cc1cc2c(N)n[nH]c2nc1N,10000.0,inactive
731,CHEMBL552418,COc1nc(NNC(C)=O)c(C#N)c(-c2ccccc2)c1C#N,10000.0,inactive
732,CHEMBL571001,COc1nc(NN)c(C#N)c(-c2ccccc2)c1C#N,10000.0,inactive
733,CHEMBL552925,N#Cc1c(N2CCOCC2)nc2[nH]nc(N)c2c1-c1ccccc1,10000.0,inactive
734,CHEMBL552957,N#Cc1c(Cl)nc2[nH]nc(N)c2c1-c1ccccc1,10000.0,inactive
735,CHEMBL559608,CC(=O)Nc1nc2nn(-c3ccccc3)c(NC(C)=O)c2cc1C#N,10000.0,inactive
736,CHEMBL549301,CC(=O)Nc1nn(C)c2nc(N)c(C#N)c(-c3ccccc3)c12,10000.0,inactive
737,CHEMBL562397,CC(=O)Nc1nn(C)c2nc(N)c(C#N)cc12,10000.0,inactive
738,CHEMBL562734,CC(=O)n1nc(N)c2c(-c3ccccc3)c(C#N)c(N)nc21,10000.0,inactive
739,CHEMBL539451,CC(=O)Nc1nc2[nH]nc(NC(C)=O)c2cc1C#N,10000.0,inactive
740,CHEMBL557120,N#Cc1cc2c(N)n(-c3ccccc3)nc2nc1N,10000.0,inactive
741,CHEMBL552134,Cn1nc(N)c2c(-c3ccccc3)c(C#N)c(N)nc21,10000.0,inactive
742,CHEMBL562396,Cn1nc(N)c2cc(C#N)c(N)nc21,10000.0,inactive
743,CHEMBL564921,N#Cc1c(N)nc2[nH]nc(N)c2c1-c1ccccc1,410.0,active
744,CHEMBL567005,CCCc1[nH]c(=O)c(-c2csc(CS(=O)(=O)c3ccccc3)n2)cc1C(=O)OCC,1.4,active
745,CHEMBL567004,CCOC(=O)c1cc(-c2csc(CS(=O)(=O)c3ccccc3)n2)c(=O)[nH]c1C,3.3,active
746,CHEMBL567832,CCOC(=O)c1cc(-c2csc(CS(=O)(=O)c3ccccc3)n2)c(=O)[nH]c1COCc1ccccc1,5.3,active
747,CHEMBL566767,CCN(CC)CCCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C(C)C,47.0,active
748,CHEMBL584268,CCOC(=O)c1cc(-c2csc(-c3ccnc(NCC(C)C)c3)n2)c(=O)[nH]c1C,14.0,active
749,CHEMBL566114,CCCc1[nH]c(=O)c(-c2csc(-c3ccncc3)n2)cc1C(=O)OCC,55.0,active
750,CHEMBL583636,CCOC(=O)c1cc(-c2csc(-c3ccnc(NC)c3)n2)c(=O)[nH]c1C(C)C,28.0,active
751,CHEMBL567006,CCN(CC)CC(C)OC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C(C)C,36.0,active
752,CHEMBL568084,CC(C)c1[nH]c(=O)c(-c2csc(-c3ccncc3)n2)cc1C(=O)OCCN1CCCC1,112.0,active
753,CHEMBL583632,CC(C)c1[nH]c(=O)c(-c2csc(-c3ccncc3)n2)cc1C(=O)OC1CCCN(C)C1,73.0,active
754,CHEMBL565471,CCN(CC)CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C(C)C,53.0,active
755,CHEMBL565918,CCOC(=O)c1cc(-c2csc(-c3ccnc(NCCN(CC)CC)c3)n2)c(=O)[nH]c1C,139.0,active
756,CHEMBL567223,CCOC(=O)c1cc(-c2csc(-c3ccnc(OC)c3)n2)c(=O)[nH]c1C(C)C,672.0,active
757,CHEMBL584506,CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C1CC1,198.0,active
758,CHEMBL577030,CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C,131.0,active
759,CHEMBL566994,CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C(C)C,157.0,active
760,CHEMBL568083,CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1COCc1ccccc1,779.0,active
761,CHEMBL567437,CC(C)c1[nH]c(=O)c(-c2csc(-c3ccncc3)n2)cc1C(=O)OC1CCN(C)CC1,647.0,active
762,CHEMBL565675,CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C(F)(F)F,11489.0,inactive
763,CHEMBL566532,CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1CC,4.1,active
764,CHEMBL578375,CCOC(=O)c1cc(-c2csc(-c3ccnc(Cl)c3)n2)c(=O)[nH]c1C,160.0,active
765,CHEMBL577495,CCOC(=O)c1cc(-c2csc(-c3ccnc(N)c3)n2)c(=O)[nH]c1C,20.0,active
766,CHEMBL566115,CC(C)c1[nH]c(=O)c(-c2csc(-c3ccncc3)n2)cc1C(=O)OCCc1ccccc1,119.0,active
767,CHEMBL365855,O=C(Cc1ccccc1)Nc1ncc(C2CCC2)s1,64.0,active
768,CHEMBL569341,O=C(Cc1ccccc1)Nc1cn(C2CCC2)cn1,500.0,active
769,CHEMBL578621,COc1ccc(CC(=O)Nc2cn(C3CCC3)cn2)cc1,145.0,active
770,CHEMBL571565,O=C(Cc1cccc2ccccc12)Nc1cn(C2CCC2)cn1,46.0,active
771,CHEMBL570472,COc1ccc(CC(=O)Nc2cn(C)cn2)cc1,10000.0,inactive
772,CHEMBL570935,COc1ccc(CC(=O)Nc2cn(C(C)C)cn2)cc1,425.0,active
773,CHEMBL571150,COc1ccc(CC(=O)Nc2cn(C3CC3)cn2)cc1,814.0,active
774,CHEMBL570262,COc1ccc(CC(=O)Nc2cn(C3CCCC3)cn2)cc1,154.0,active
775,CHEMBL569584,COc1ccc(CC(=O)Nc2cn(C3CCCCC3)cn2)cc1,748.0,active
776,CHEMBL569816,COc1ccc(CC(=O)Nc2cn(Cc3ccccc3)cn2)cc1,8640.0,intermediate
777,CHEMBL571781,COc1ccc(CC(=O)Nc2cn([C@H]3C[C@@H](O)C3)cn2)cc1,95.0,active
778,CHEMBL571523,COc1ccc(CC(=O)Nc2cn([C@H]3C[C@H](O)C3)cn2)cc1,1090.0,intermediate
779,CHEMBL576126,COc1ccc(CC(=O)Nc2cn([C@H]3C[C@@H](C(=O)OC)C3)cn2)cc1,145.0,active
780,CHEMBL577998,COc1ccc(CC(=O)Nc2cn([C@H]3C[C@H](C(=O)OC)C3)cn2)cc1,4380.0,intermediate
781,CHEMBL576502,COc1ccc(CC(=O)Nc2cn([C@H]3C[C@@H](NC(C)=O)C3)cn2)cc1,9.0,active
782,CHEMBL570261,COc1ccc(CC(=O)Nc2cn([C@H]3C[C@@H](NS(C)(=O)=O)C3)cn2)cc1,178.0,active
783,CHEMBL571780,CC(=O)N[C@H]1C[C@@H](n2cnc(NC(=O)Cc3cccc4ccccc34)c2)C1,8.0,active
784,CHEMBL570473,NC(=O)[C@H]1C[C@@H](n2cnc(NC(=O)Cc3cccc4ccccc34)c2)C1,391.0,active
785,CHEMBL572188,CC(=O)N(C)[C@H]1C[C@@H](n2cnc(NC(=O)Cc3cccc4ccccc34)c2)C1,107.0,active
786,CHEMBL582813,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3ccncc3)C2)cn1,28.0,active
787,CHEMBL569586,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3cccnc3)C2)cn1,46.0,active
788,CHEMBL569587,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3ccccn3)C2)cn1,14.0,active
789,CHEMBL571782,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3cccc(Cl)n3)C2)cn1,6.0,active
790,CHEMBL583658,Cc1cccc(C(=O)N[C@H]2C[C@@H](n3cnc(NC(=O)Cc4cccc5ccccc45)c3)C2)n1,6.0,active
791,CHEMBL569586,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3cccnc3)C2)cn1,30000.0,inactive
792,CHEMBL569587,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3ccccn3)C2)cn1,1300.0,intermediate
793,CHEMBL571782,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3cccc(Cl)n3)C2)cn1,673.0,active
794,CHEMBL583658,Cc1cccc(C(=O)N[C@H]2C[C@@H](n3cnc(NC(=O)Cc4cccc5ccccc45)c3)C2)n1,230.0,active
795,CHEMBL571780,CC(=O)N[C@H]1C[C@@H](n2cnc(NC(=O)Cc3cccc4ccccc34)c2)C1,30000.0,inactive
796,CHEMBL369303,O=Nc1c(-c2c(O)[nH]c3ccc([N+](=O)[O-])cc23)[nH]c2ccccc12,6.0,active
797,CHEMBL593698,CC(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccccc3C1=O)C(=O)N2,18.0,active
798,CHEMBL1086983,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(Br)cc2/C1=N/O,50.0,active
799,CHEMBL604270,CC(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccc(Br)cc3C1=O)C(=O)N2,110.0,active
800,CHEMBL594403,O=C1Nc2cc([N+](=O)[O-])ccc2/C1=C1/Nc2ccccc2/C1=N\O,120.0,active
801,CHEMBL604263,Nc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\O)C(=O)N2,150.0,active
802,CHEMBL445348,CC(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\O)C(=O)N2,160.0,active
803,CHEMBL593968,Nc1ccc2c(c1)NC(=O)/C2=C1\Nc2ccccc2\C1=N/O,200.0,active
804,CHEMBL606982,O=C1Nc2cc([N+](=O)[O-])ccc2/C1=C1/Nc2ccc(Br)cc2/C1=N\O,300.0,active
805,CHEMBL610451,Nc1ccc2c(c1)/C(=C1/Nc3ccc(Br)cc3C1=O)C(=O)N2,550.0,active
806,CHEMBL594192,Nc1ccc2c(c1)/C(=C1/Nc3ccccc3C1=O)C(=O)N2,590.0,active
807,CHEMBL606920,Nc1ccc2c(c1)/C(=C1/Nc3ccc(Br)cc3/C1=N\O)C(=O)N2,1000.0,active
808,CHEMBL594857,CC(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccc(Br)cc3/C1=N\O)C(=O)N2,3300.0,intermediate
809,CHEMBL609580,Nc1ccc2c(c1)NC(=O)/C2=C1\Nc2ccccc2C1=O,4000.0,intermediate
810,CHEMBL174025,O=C1C(c2c(O)[nH]c3ccc([N+](=O)[O-])cc23)=Nc2ccccc21,25000.0,inactive
811,CHEMBL605926,O=C1Nc2c(Br)cc([N+](=O)[O-])cc2/C1=C1/Nc2ccccc2C1=O,10000.0,inactive
812,CHEMBL606814,O=C1Nc2c(Br)cc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(Br)cc2C1=O,10000.0,inactive
813,CHEMBL603641,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(Br)cc2C1=O,10000.0,inactive
814,CHEMBL596037,O=C1Nc2c(Br)cc([N+](=O)[O-])cc2/C1=C1/Nc2ccccc2/C1=N\O,10000.0,inactive
815,CHEMBL604470,O=C1Nc2c(Br)cc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(Br)cc2/C1=N\O,10000.0,inactive
816,CHEMBL593700,O=C1Nc2cc([N+](=O)[O-])ccc2/C1=C1/Nc2ccccc2C1=O,10000.0,inactive
817,CHEMBL606865,O=C1Nc2cc([N+](=O)[O-])ccc2/C1=C1/Nc2ccc(Br)cc2C1=O,10000.0,inactive
818,CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,230.0,active
819,CHEMBL599224,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,9.0,active
820,CHEMBL599428,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,10.0,active
821,CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,6.0,active
822,CHEMBL604712,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,140.0,active
823,CHEMBL1230607,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,5.0,active
824,CHEMBL1082135,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCNCc1ccccc1,100000.0,inactive
825,CHEMBL1082136,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCNCc1ccc2c(c1)OCO2,100000.0,inactive
826,CHEMBL1081218,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCNCc1ccc2c(c1)OCC2,100000.0,inactive
827,CHEMBL1081219,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCNCc1ccc2c(c1)OCCO2,100000.0,inactive
828,CHEMBL1081220,COc1ccc(CNCCNC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2C)cc1,100000.0,inactive
829,CHEMBL1081221,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCNCc1ccc([N+](=O)[O-])cc1,100000.0,inactive
830,CHEMBL1076139,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCNCc1ccc(Cl)cc1,100000.0,inactive
831,CHEMBL1081242,COc1cc(CNCCNC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2C)cc(OC)c1OC,100000.0,inactive
832,CHEMBL1081243,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCN.Cl,100000.0,inactive
833,CHEMBL1081244,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC/N=C/c1ccccc1,100000.0,inactive
834,CHEMBL1081757,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC/N=C/c1ccc2c(c1)OCO2,100000.0,inactive
835,CHEMBL1076156,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC/N=C/c1ccc2c(c1)OCC2,100000.0,inactive
836,CHEMBL1081557,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC/N=C/c1ccc2c(c1)OCCO2,100000.0,inactive
837,CHEMBL1081558,COc1ccc(/C=N/CCNC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2C)cc1,100000.0,inactive
838,CHEMBL1081737,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC/N=C/c1ccc([N+](=O)[O-])cc1,100000.0,inactive
839,CHEMBL1076164,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC/N=C/c1ccc(Cl)cc1,100000.0,inactive
